team_name,player_name,birth_country,citizenship,representing,data_complete
Japan,Zion Suzuki,,,Japan,False
Japan,Yūto Nagatomo,,,Japan,False
Japan,Shūto Machino,,,Japan,False
Japan,Ao Tanaka,,,Japan,False
Japan,Ritsu Dōan,,,Japan,False
Japan,Keisuke Ōsako,,,Japan,False
Japan,Daichi Kamada,,,Japan,False
Japan,Kento Shiogai,,,Japan,False
Netherlands,Bart Verbruggen,,,Netherlands,False
Netherlands,Lutsharel Geertruida,,,Netherlands,False
Netherlands,Ryan Gravenberch,,,Netherlands,False
Netherlands,Memphis Depay,,,Netherlands,False
Netherlands,Robin Roefs,,,Netherlands,False
Netherlands,Micky van de Ven,,,Netherlands,False
Netherlands,Brian Brobbey,,,Netherlands,False
Sweden,Victor Lindelöf,,,Sweden,False
Sweden,Ken Sema,,,Sweden,False
Sweden,Mattias Svanberg,,,Sweden,False
Sweden,Elliot Stroud,,,Sweden,False
Sweden,Gustaf Nilsson,,,Sweden,False
Sweden,Taha Ali,,,Sweden,False
Tunisia,Mouhib Chamakh,,,Tunisia,False
Tunisia,Ali Abdi,,,Tunisia,False
Tunisia,Elias Achouri,,,Tunisia,False
Tunisia,Moutaz Neffati,,,Tunisia,False
Belgium,Brandon Mechele,,,Belgium,False
Belgium,Maxim De Cuyper,,,Belgium,False
Belgium,Youri Tielemans,,,Belgium,False
Belgium,Romelu Lukaku,,,Belgium,False
Belgium,Charles De Ketelaere,,,Belgium,False
Belgium,Nicolas Raskin,,,Belgium,False
Belgium,Matias Fernandez-Pardo,,,Belgium,False
Egypt,Mohanad Lasheen,,,Egypt,False
Egypt,Nabil Emad,,,Egypt,False
Egypt,Marwan Attia,,,Egypt,False
Egypt,Mahmoud Saber,,Egypt,Egypt,False
Egypt,Tarek Alaa,,Egypt,Egypt,False
Iran,Alireza Beiranvand,,,Iran,False
Iran,Saleh Hardani,,,Iran,False
Iran,Saeid Ezatolahi,,,Iran,False
Iran,Hossein Kanaanizadegan,,,Iran,False
Iran,Saman Ghoddos,,,Iran,False
Iran,Shahriyar Moghanlou,,,Iran,False
Iran,Mohammad Ghorbani,,,Iran,False
Iran,Danial Eiri,,,Iran,False
Iran,Amirmohammad Razzaghinia,,,Iran,False
New Zealand,Sarpreet Singh,,,New Zealand,False
New Zealand,Elijah Just,,,New Zealand,False
New Zealand,Liberato Cacace,,,New Zealand,False
New Zealand,Finn Surman,,,New Zealand,False
New Zealand,Ben Waine,,,New Zealand,False
New Zealand,Jesse Randall,,,New Zealand,False
Cape Verde,Márcio Rosa,,,Cape Verde,False
Cape Verde,Deroy Duarte,,,Cape Verde,False
Cape Verde,Laros Duarte,,,Cape Verde,False
Cape Verde,Ryan Mendes,,,Cape Verde,False
Cape Verde,CJ dos Santos,,,Cape Verde,False
Saudi Arabia,Ali Lajami,,,Saudi Arabia,False
Saudi Arabia,Ayman Yahya,,,Saudi Arabia,False
Saudi Arabia,Saud Abdulhamid,,,Saudi Arabia,False
Saudi Arabia,Mohamed Kanno,,,Saudi Arabia,False
Spain,Ferran Torres,,,Spain,False
Spain,Yéremy Pino,,,Spain,False
Spain,Aymeric Laporte,,,Spain,False
Spain,Pedri,,,Spain,False
Spain,Mikel Oyarzabal,,,Spain,False
Spain,Víctor Muñoz,,,Spain,False
Spain,Borja Iglesias,,,Spain,False
Uruguay,Sergio Rochet,,,Uruguay,False
Uruguay,Ronald Araújo,,,Uruguay,False
Uruguay,Santiago Mele,,,Uruguay,False
Uruguay,Rodrigo Aguirre,,,Uruguay,False
Uruguay,Juan Manuel Sanabria,,,Uruguay,False
France,Lucas Digne,,,France,False
France,Aurélien Tchouaméni,,,France,False
France,Michael Olise,,,France,False
France,Bradley Barcola,,,France,False
France,Adrien Rabiot,,,France,False
France,Mike Maignan,,,France,False
France,Théo Hernandez,,,France,False
France,Désiré Doué,,,France,False
France,Rayan Cherki,,,France,False
France,Maghnes Akliouche,,,France,False
France,Maxence Lacroix,,,France,False
Iraq,Fahad Talib,,,Iraq,False
Iraq,Hussein Ali,,,Iraq,False
Iraq,Zaid Tahseen,,,Iraq,False
Iraq,Ibrahim Bayesh,,,Iraq,False
Iraq,Ali Al-Hamadi,,,Iraq,False
Iraq,Ahmed Qasem,,,Iraq,False
Iraq,Jalal Hassan,,,Iraq,False
Iraq,Marko Farji,,,Iraq,False
Iraq,Zaid Ismail,,,Iraq,False
Norway,David Møller Wolfe,,,Norway,False
Norway,Martin Ødegaard,,,Norway,False
Norway,Egil Selvik,,,Norway,False
Norway,Antonio Nusa,,,Norway,False
Norway,Jens Petter Hauge,,,Norway,False
Senegal,Kalidou Koulibaly,,,Senegal,False
Senegal,Abdoulaye Seck,,,Senegal,False
Senegal,Idrissa Gueye,,,Senegal,False
Senegal,Pathé Ciss,,,Senegal,False
Senegal,Lamine Camara,,,Senegal,False
Senegal,Sadio Mané,,,Senegal,False
Senegal,Cherif Ndiaye,,,Senegal,False
Senegal,Iliman Ndiaye,,,Senegal,False
Senegal,Ismail Jakobs,,,Senegal,False
Senegal,Habib Diarra,,,Senegal,False
Senegal,Mory Diaw,,,Senegal,False
Senegal,Antoine Mendy,,,Senegal,False
Senegal,El Hadji Malick Diouf,,,Senegal,False
Senegal,Pape Gueye,,,Senegal,False
Algeria,Mohamed Amine Tougai,,,Algeria,False
Algeria,Riyad Mahrez,,,Algeria,False
Algeria,Nadhir Benbouali,,,Algeria,False
Algeria,Adil Boulbina,,,Algeria,False
Algeria,Farès Ghedjemis,,,Algeria,False
Argentina,Juan Musso,,,Argentina,False
Argentina,Lisandro Martínez,,,Argentina,False
Argentina,Giuliano Simeone,,,Argentina,False
Argentina,Enzo Fernández,,,Argentina,False
Austria,David Affengruber,,,Austria,False
Austria,Michael Gregoritsch,,,Austria,False
Austria,Patrick Pentz,,,Austria,False
Austria,Philipp Lienhart,,,Austria,False
Austria,Dejan Ljubičić,,,Austria,False
Austria,Alexander Prass,,,Austria,False
Jordan,Mohammad Abu Hashish,,,Jordan,False
Jordan,Mahmoud Al-Mardi,,,Jordan,False
Jordan,Ibrahim Sadeh,,,Jordan,False
Jordan,Mohammad Taha,,,Jordan,False
Jordan,Saed Al-Rosan,,,Jordan,False
Jordan,Ihsan Haddad,,,Jordan,False
Jordan,Anas Badawi,,Jordan,Jordan,False
Colombia,Jhon Córdoba,,,Colombia,False
Colombia,Gustavo Puerta,,,Colombia,False
Colombia,Jefferson Lerma,,,Colombia,False
Colombia,Álvaro Montero,,,Colombia,False
DR Congo,Axel Tuanzebe,,,DR Congo,False
DR Congo,Ngal'ayel Mukau,,,DR Congo,False
DR Congo,Nathanaël Mbuku,,,DR Congo,False
DR Congo,Samuel Moutoussamy,,,DR Congo,False
DR Congo,Brian Cipenga,,,DR Congo,False
DR Congo,Noah Sadiki,,,DR Congo,False
DR Congo,Timothy Fayulu,,,DR Congo,False
DR Congo,Cédric Bakambu,,,DR Congo,False
DR Congo,Fiston Mayele,,,DR Congo,False
Portugal,Diogo Costa,,,Portugal,False
Portugal,Nélson Semedo,,,Portugal,False
Portugal,José Sá,,,Portugal,False
Portugal,João Cancelo,,,Portugal,False
Portugal,Rúben Neves,,,Portugal,False
Portugal,Rui Silva,,,Portugal,False
Uzbekistan,Abdukodir Khusanov,,,Uzbekistan,False
Uzbekistan,Otabek Shukurov,,,Uzbekistan,False
Uzbekistan,Abduvohid Nematov,,,Uzbekistan,False
Uzbekistan,Sherzod Nasrullaev,,,Uzbekistan,False
Uzbekistan,Umar Eshmurodov,,,Uzbekistan,False
Uzbekistan,Botirali Ergashev,,,Uzbekistan,False
Uzbekistan,Igor Sergeev,,,Uzbekistan,False
Croatia,Duje Ćaleta-Car,,,Croatia,False
Croatia,Luka Modrić,,,Croatia,False
Croatia,Martin Baturina,,,Croatia,False
Croatia,Luka Sučić,,,Croatia,False
Croatia,Dominik Kotarski,,,Croatia,False
Croatia,Marco Pašalić,,,Croatia,False
England,Declan Rice,,,England,False
England,Bukayo Saka,,,England,False
England,Trevoh Chalobah,,,England,False
England,Jordan Henderson,,,England,False
England,Ollie Watkins,,,England,False
England,Jarell Quansah,,,England,False
Ghana,Jonas Adjetey,,,Ghana,False
Ghana,Abdul Mumin,,,Ghana,False
Ghana,Joseph Anang,,,Ghana,False
Ghana,Benjamin Asare,,Ghana,Ghana,False
Panama,César Blackman,,,Panama,False
Panama,Adalberto Carrasquilla,,,Panama,False
Panama,Jiovany Ramos,,,Panama,False
Panama,Andrés Andrade,,,Panama,False
Panama,Aníbal Godoy,,,Panama,False
Panama,Michael Amir Murillo,,,Panama,False
Panama,Roderick Miller,,,Panama,False
Panama,Jorge Gutiérrez,,,Panama,False
